Theta            Phi               dBi                 abs_theta              phase_theta      abs_phi                phase_phi         ax_ratio
-110.000           5.000           -1.921e+01          -2.226e+01             133.030          -2.218e+01             142.896           2.128e+01     
-105.000           5.000           -2.053e+01          -2.776e+01              74.297          -2.144e+01             145.515           7.050e+00     
-100.000           5.000           -1.812e+01          -2.154e+01              10.221          -2.077e+01             148.445           8.414e+00     
 -95.000           5.000           -1.435e+01          -1.570e+01             354.365          -2.011e+01             151.107           1.489e+01     
 -90.000           5.000           -1.101e+01          -1.168e+01             347.868          -1.944e+01             153.028           2.086e+01     
 -85.000           5.000           -8.190e+00          -8.589e+00             343.588          -1.875e+01             153.853           2.638e+01     
 -80.000           5.000           -5.781e+00          -6.046e+00             339.623          -1.807e+01             153.339           3.176e+01     
 -75.000           5.000           -3.686e+00          -3.875e+00             335.204          -1.739e+01             151.342           3.732e+01     
 -70.000           5.000           -1.853e+00          -1.996e+00             329.943          -1.675e+01             147.781           4.000e+01     
 -65.000           5.000           -2.654e-01          -3.780e-01             323.607          -1.618e+01             142.612           4.000e+01     
 -60.000           5.000            1.074e+00           9.825e-01             315.999          -1.572e+01             135.769           4.000e+01     
 -55.000           5.000            2.152e+00           2.075e+00             306.898          -1.540e+01             127.141           4.000e+01     
 -50.000           5.000            2.954e+00           2.888e+00             295.994          -1.526e+01             116.516           4.000e+01     
 -45.000           5.000            3.483e+00           3.425e+00             282.856          -1.529e+01             103.548           4.000e+01     
 -40.000           5.000            3.787e+00           3.735e+00             266.982          -1.548e+01              87.790           4.000e+01     
 -35.000           5.000            3.977e+00           3.931e+00             248.027          -1.572e+01              68.903           4.000e+01     
